2026-04-25T15:29:03.784070 | 2026-04-25 | FACT-2026-04-25-0039 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235498 | 2026-04-26 | FACT-2026-04-26-0132 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235500 | 2026-04-26 | FACT-2026-04-26-0133 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235501 | 2026-04-26 | FACT-2026-04-26-0134 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235502 | 2026-04-26 | FACT-2026-04-26-0135 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235503 | 2026-04-26 | FACT-2026-04-26-0136 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235504 | 2026-04-26 | FACT-2026-04-26-0137 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235505 | 2026-04-26 | FACT-2026-04-26-0138 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235506 | 2026-04-26 | FACT-2026-04-26-0139 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235507 | 2026-04-26 | FACT-2026-04-26-0140 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235508 | 2026-04-26 | FACT-2026-04-26-0141 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235509 | 2026-04-26 | FACT-2026-04-26-0142 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235510 | 2026-04-26 | FACT-2026-04-26-0143 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235511 | 2026-04-26 | FACT-2026-04-26-0144 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235512 | 2026-04-26 | FACT-2026-04-26-0145 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235513 | 2026-04-26 | FACT-2026-04-26-0146 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235514 | 2026-04-26 | FACT-2026-04-26-0147 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235515 | 2026-04-26 | FACT-2026-04-26-0148 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235516 | 2026-04-26 | FACT-2026-04-26-0149 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235517 | 2026-04-26 | FACT-2026-04-26-0150 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235518 | 2026-04-26 | FACT-2026-04-26-0151 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235519 | 2026-04-26 | FACT-2026-04-26-0152 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235520 | 2026-04-26 | FACT-2026-04-26-0153 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235521 | 2026-04-26 | FACT-2026-04-26-0154 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235522 | 2026-04-26 | FACT-2026-04-26-0155 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235523 | 2026-04-26 | FACT-2026-04-26-0156 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235524 | 2026-04-26 | FACT-2026-04-26-0157 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235525 | 2026-04-26 | FACT-2026-04-26-0158 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235526 | 2026-04-26 | FACT-2026-04-26-0159 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235527 | 2026-04-26 | FACT-2026-04-26-0160 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235528 | 2026-04-26 | FACT-2026-04-26-0161 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235529 | 2026-04-26 | FACT-2026-04-26-0162 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235530 | 2026-04-26 | FACT-2026-04-26-0163 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235531 | 2026-04-26 | FACT-2026-04-26-0164 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235532 | 2026-04-26 | FACT-2026-04-26-0165 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235533 | 2026-04-26 | FACT-2026-04-26-0166 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235534 | 2026-04-26 | FACT-2026-04-26-0167 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235535 | 2026-04-26 | FACT-2026-04-26-0168 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235535 | 2026-04-26 | FACT-2026-04-26-0169 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235536 | 2026-04-26 | FACT-2026-04-26-0170 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235537 | 2026-04-26 | FACT-2026-04-26-0171 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235538 | 2026-04-26 | FACT-2026-04-26-0172 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235539 | 2026-04-26 | FACT-2026-04-26-0173 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235540 | 2026-04-26 | FACT-2026-04-26-0174 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235541 | 2026-04-26 | FACT-2026-04-26-0175 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235542 | 2026-04-26 | FACT-2026-04-26-0176 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235543 | 2026-04-26 | FACT-2026-04-26-0177 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235544 | 2026-04-26 | FACT-2026-04-26-0178 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235545 | 2026-04-26 | FACT-2026-04-26-0179 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235546 | 2026-04-26 | FACT-2026-04-26-0180 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235547 | 2026-04-26 | FACT-2026-04-26-0181 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235548 | 2026-04-26 | FACT-2026-04-26-0182 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235549 | 2026-04-26 | FACT-2026-04-26-0183 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235550 | 2026-04-26 | FACT-2026-04-26-0184 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235551 | 2026-04-26 | FACT-2026-04-26-0185 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235552 | 2026-04-26 | FACT-2026-04-26-0186 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235553 | 2026-04-26 | FACT-2026-04-26-0187 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235554 | 2026-04-26 | FACT-2026-04-26-0188 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235555 | 2026-04-26 | FACT-2026-04-26-0189 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235556 | 2026-04-26 | FACT-2026-04-26-0190 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235557 | 2026-04-26 | FACT-2026-04-26-0191 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235558 | 2026-04-26 | FACT-2026-04-26-0192 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235559 | 2026-04-26 | FACT-2026-04-26-0193 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235560 | 2026-04-26 | FACT-2026-04-26-0194 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235566 | 2026-04-26 | FACT-2026-04-26-0195 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235567 | 2026-04-26 | FACT-2026-04-26-0196 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235569 | 2026-04-26 | FACT-2026-04-26-0197 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235569 | 2026-04-26 | FACT-2026-04-26-0198 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235570 | 2026-04-26 | FACT-2026-04-26-0199 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235571 | 2026-04-26 | FACT-2026-04-26-0200 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235572 | 2026-04-26 | FACT-2026-04-26-0201 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235573 | 2026-04-26 | FACT-2026-04-26-0202 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235574 | 2026-04-26 | FACT-2026-04-26-0203 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235575 | 2026-04-26 | FACT-2026-04-26-0204 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235576 | 2026-04-26 | FACT-2026-04-26-0205 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235577 | 2026-04-26 | FACT-2026-04-26-0206 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235578 | 2026-04-26 | FACT-2026-04-26-0207 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235579 | 2026-04-26 | FACT-2026-04-26-0208 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235580 | 2026-04-26 | FACT-2026-04-26-0209 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235581 | 2026-04-26 | FACT-2026-04-26-0210 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235582 | 2026-04-26 | FACT-2026-04-26-0211 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235583 | 2026-04-26 | FACT-2026-04-26-0212 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235584 | 2026-04-26 | FACT-2026-04-26-0213 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235585 | 2026-04-26 | FACT-2026-04-26-0214 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235586 | 2026-04-26 | FACT-2026-04-26-0215 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235587 | 2026-04-26 | FACT-2026-04-26-0216 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235588 | 2026-04-26 | FACT-2026-04-26-0217 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235589 | 2026-04-26 | FACT-2026-04-26-0218 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235590 | 2026-04-26 | FACT-2026-04-26-0219 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235591 | 2026-04-26 | FACT-2026-04-26-0220 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235592 | 2026-04-26 | FACT-2026-04-26-0221 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235593 | 2026-04-26 | FACT-2026-04-26-0222 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235594 | 2026-04-26 | FACT-2026-04-26-0223 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235595 | 2026-04-26 | FACT-2026-04-26-0224 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235596 | 2026-04-26 | FACT-2026-04-26-0225 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235597 | 2026-04-26 | FACT-2026-04-26-0226 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235598 | 2026-04-26 | FACT-2026-04-26-0227 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235599 | 2026-04-26 | FACT-2026-04-26-0228 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235600 | 2026-04-26 | FACT-2026-04-26-0229 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235601 | 2026-04-26 | FACT-2026-04-26-0230 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235602 | 2026-04-26 | FACT-2026-04-26-0231 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235603 | 2026-04-26 | FACT-2026-04-26-0232 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235604 | 2026-04-26 | FACT-2026-04-26-0233 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235605 | 2026-04-26 | FACT-2026-04-26-0234 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235606 | 2026-04-26 | FACT-2026-04-26-0235 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235607 | 2026-04-26 | FACT-2026-04-26-0236 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235608 | 2026-04-26 | FACT-2026-04-26-0237 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235609 | 2026-04-26 | FACT-2026-04-26-0238 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235610 | 2026-04-26 | FACT-2026-04-26-0239 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235611 | 2026-04-26 | FACT-2026-04-26-0240 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235612 | 2026-04-26 | FACT-2026-04-26-0241 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235613 | 2026-04-26 | FACT-2026-04-26-0242 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235614 | 2026-04-26 | FACT-2026-04-26-0243 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235615 | 2026-04-26 | FACT-2026-04-26-0244 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235616 | 2026-04-26 | FACT-2026-04-26-0245 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235617 | 2026-04-26 | FACT-2026-04-26-0246 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235618 | 2026-04-26 | FACT-2026-04-26-0247 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235619 | 2026-04-26 | FACT-2026-04-26-0248 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235620 | 2026-04-26 | FACT-2026-04-26-0249 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235621 | 2026-04-26 | FACT-2026-04-26-0250 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235622 | 2026-04-26 | FACT-2026-04-26-0251 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235623 | 2026-04-26 | FACT-2026-04-26-0252 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235624 | 2026-04-26 | FACT-2026-04-26-0253 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235625 | 2026-04-26 | FACT-2026-04-26-0254 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235626 | 2026-04-26 | FACT-2026-04-26-0255 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235627 | 2026-04-26 | FACT-2026-04-26-0256 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235628 | 2026-04-26 | FACT-2026-04-26-0257 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235633 | 2026-04-26 | FACT-2026-04-26-0258 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235635 | 2026-04-26 | FACT-2026-04-26-0259 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235636 | 2026-04-26 | FACT-2026-04-26-0260 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235637 | 2026-04-26 | FACT-2026-04-26-0261 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235638 | 2026-04-26 | FACT-2026-04-26-0262 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235639 | 2026-04-26 | FACT-2026-04-26-0263 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235640 | 2026-04-26 | FACT-2026-04-26-0264 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235641 | 2026-04-26 | FACT-2026-04-26-0265 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235642 | 2026-04-26 | FACT-2026-04-26-0266 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235643 | 2026-04-26 | FACT-2026-04-26-0267 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235644 | 2026-04-26 | FACT-2026-04-26-0268 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235645 | 2026-04-26 | FACT-2026-04-26-0269 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235646 | 2026-04-26 | FACT-2026-04-26-0270 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235647 | 2026-04-26 | FACT-2026-04-26-0271 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235648 | 2026-04-26 | FACT-2026-04-26-0272 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235649 | 2026-04-26 | FACT-2026-04-26-0273 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235650 | 2026-04-26 | FACT-2026-04-26-0274 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235651 | 2026-04-26 | FACT-2026-04-26-0275 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235652 | 2026-04-26 | FACT-2026-04-26-0276 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235653 | 2026-04-26 | FACT-2026-04-26-0277 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235654 | 2026-04-26 | FACT-2026-04-26-0278 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235655 | 2026-04-26 | FACT-2026-04-26-0279 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235656 | 2026-04-26 | FACT-2026-04-26-0280 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235657 | 2026-04-26 | FACT-2026-04-26-0281 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235658 | 2026-04-26 | FACT-2026-04-26-0282 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235659 | 2026-04-26 | FACT-2026-04-26-0283 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235660 | 2026-04-26 | FACT-2026-04-26-0284 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235661 | 2026-04-26 | FACT-2026-04-26-0285 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235662 | 2026-04-26 | FACT-2026-04-26-0286 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235663 | 2026-04-26 | FACT-2026-04-26-0287 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235664 | 2026-04-26 | FACT-2026-04-26-0288 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235665 | 2026-04-26 | FACT-2026-04-26-0289 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:47:53.235666 | 2026-04-26 | FACT-2026-04-26-0290 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
